#,Date-Time (CDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Button Down,Host Connected,End of File
210,07/06/2022 23:31:21,23.85,39.38,9.22,,,
211,07/06/2022 23:32:21,23.80,38.62,8.88,,,
212,07/06/2022 23:33:21,23.74,38.13,8.65,,,
213,07/06/2022 23:34:21,23.60,38.17,8.54,,,
214,07/06/2022 23:35:21,23.47,38.21,8.44,,,
215,07/06/2022 23:36:21,23.29,38.49,8.39,,,
216,07/06/2022 23:37:21,23.12,38.91,8.39,,,
217,07/06/2022 23:38:21,22.93,39.41,8.41,,,
218,07/06/2022 23:39:21,22.69,40.02,8.42,,,
219,07/06/2022 23:40:21,22.46,40.55,8.41,,,
220,07/06/2022 23:41:21,22.22,41.17,8.42,,,
221,07/06/2022 23:42:21,21.98,41.82,8.44,,,
222,07/06/2022 23:43:21,21.73,42.34,8.39,,,
223,07/06/2022 23:44:21,21.48,42.96,8.38,,,
224,07/06/2022 23:45:21,21.33,43.48,8.42,,,
225,07/06/2022 23:46:21,21.17,43.98,8.45,,,
226,07/06/2022 23:47:21,20.96,44.34,8.38,,,
227,07/06/2022 23:48:21,20.79,44.67,8.34,,,
228,07/06/2022 23:49:21,20.66,45.00,8.33,,,
229,07/06/2022 23:50:21,20.51,45.37,8.31,,,
230,07/06/2022 23:51:21,20.36,45.75,8.30,,,
231,07/06/2022 23:52:21,20.28,46.05,8.32,,,
232,07/06/2022 23:53:21,20.21,46.28,8.33,,,
233,07/06/2022 23:54:21,20.21,46.38,8.36,,,
234,07/06/2022 23:55:21,20.26,46.34,8.39,,,
235,07/06/2022 23:56:21,20.30,46.32,8.42,,,
236,07/06/2022 23:57:21,20.35,46.25,8.45,,,
237,07/06/2022 23:58:21,20.44,46.02,8.45,,,
238,07/06/2022 23:59:21,20.56,45.80,8.49,,,
239,07/07/2022 00:00:21,20.65,45.61,8.52,,,
240,07/07/2022 00:01:21,20.78,45.36,8.55,,,
241,07/07/2022 00:02:21,20.91,45.09,8.58,,,
242,07/07/2022 00:03:21,21.06,44.82,8.63,,,
243,07/07/2022 00:04:21,21.18,44.53,8.64,,,
244,07/07/2022 00:05:21,21.33,44.29,8.69,,,
245,07/07/2022 00:06:21,21.45,44.01,8.71,,,
246,07/07/2022 00:07:21,21.59,43.91,8.80,,,
247,07/07/2022 00:08:21,21.69,43.97,8.92,,,
248,07/07/2022 00:09:21,21.84,43.56,8.91,,,
249,07/07/2022 00:10:21,21.96,43.41,8.97,,,
250,07/07/2022 00:11:21,22.05,43.18,8.97,,,
251,07/07/2022 00:12:21,22.17,42.83,8.95,,,
252,07/07/2022 00:13:21,22.25,42.78,9.02,,,
253,07/07/2022 00:14:21,22.34,42.43,8.97,,,
254,07/07/2022 00:15:21,22.46,42.24,9.01,,,
255,07/07/2022 00:16:21,22.54,42.06,9.02,,,
256,07/07/2022 00:17:21,22.60,41.89,9.01,,,
257,07/07/2022 00:18:21,22.69,41.79,9.06,,,
258,07/07/2022 00:19:21,22.76,41.65,9.07,,,
259,07/07/2022 00:20:21,22.85,41.49,9.10,,,
260,07/07/2022 00:21:21,22.92,41.33,9.10,,,
261,07/07/2022 00:22:21,22.97,41.20,9.10,,,
262,07/07/2022 00:23:21,23.09,41.15,9.19,,,
263,07/07/2022 00:24:21,23.13,40.94,9.15,,,
264,07/07/2022 00:25:21,23.17,40.79,9.14,,,
265,07/07/2022 00:26:21,23.25,40.72,9.18,,,
266,07/07/2022 00:27:21,23.32,40.62,9.21,,,
267,07/07/2022 00:28:21,23.35,40.56,9.21,,,
268,07/07/2022 00:29:21,23.42,40.49,9.25,,,
269,07/07/2022 00:30:21,23.47,40.31,9.23,,,
270,07/07/2022 00:31:21,23.53,40.24,9.25,,,
271,07/07/2022 00:32:21,23.61,40.17,9.30,,,
272,07/07/2022 00:33:21,23.65,40.09,9.30,,,
273,07/07/2022 00:34:21,23.73,39.91,9.31,,,
274,07/07/2022 00:35:21,23.76,39.79,9.30,,,
275,07/07/2022 00:36:21,23.82,39.70,9.31,,,
276,07/07/2022 00:37:21,23.89,39.57,9.33,,,
277,07/07/2022 00:38:21,23.91,39.47,9.31,,,
278,07/07/2022 00:39:21,23.91,39.38,9.28,,,
279,07/07/2022 00:40:21,23.91,39.42,9.29,,,
280,07/07/2022 00:41:21,23.92,39.38,9.29,,,
281,07/07/2022 00:42:21,23.89,39.34,9.24,,,
282,07/07/2022 00:43:21,23.82,39.30,9.16,,,
283,07/07/2022 00:44:21,23.77,39.36,9.15,,,
284,07/07/2022 00:45:21,23.67,39.54,9.12,,,
285,07/07/2022 00:46:21,23.56,39.72,9.09,,,
286,07/07/2022 00:47:21,23.40,39.98,9.04,,,
287,07/07/2022 00:48:21,23.29,40.28,9.06,,,
288,07/07/2022 00:49:21,23.09,40.60,8.99,,,
289,07/07/2022 00:50:21,22.90,40.95,8.95,,,
290,07/07/2022 00:51:21,22.68,41.39,8.91,,,
291,07/07/2022 00:52:21,22.47,41.86,8.89,,,
292,07/07/2022 00:53:21,22.24,42.31,8.84,,,
293,07/07/2022 00:54:21,22.01,42.68,8.76,,,
294,07/07/2022 00:55:21,21.78,43.11,8.70,,,
295,07/07/2022 00:56:21,21.63,43.54,8.72,,,
296,07/07/2022 00:57:21,21.39,43.95,8.64,,,
297,07/07/2022 00:58:21,21.22,44.32,8.61,,,
298,07/07/2022 00:59:21,21.04,44.69,8.57,,,
299,07/07/2022 01:00:21,20.88,45.07,8.54,,,
300,07/07/2022 01:01:21,20.74,45.41,8.53,,,
301,07/07/2022 01:02:21,20.60,45.77,8.52,,,
302,07/07/2022 01:03:21,20.49,46.10,8.53,,,
303,07/07/2022 01:04:21,20.34,46.42,8.49,,,
304,07/07/2022 01:05:21,20.26,46.57,8.46,,,
305,07/07/2022 01:06:21,20.26,46.69,8.50,,,
306,07/07/2022 01:07:21,20.24,46.71,8.49,,,
307,07/07/2022 01:08:21,20.29,46.60,8.50,,,
308,07/07/2022 01:09:21,20.34,46.44,8.50,,,
309,07/07/2022 01:10:21,20.48,46.27,8.57,,,
310,07/07/2022 01:11:21,20.59,45.98,8.58,,,
311,07/07/2022 01:12:21,20.73,45.67,8.60,,,
312,07/07/2022 01:13:21,20.89,45.48,8.69,,,
313,07/07/2022 01:14:21,21.06,45.20,8.75,,,
314,07/07/2022 01:15:21,21.22,44.89,8.80,,,
315,07/07/2022 01:16:21,21.35,44.58,8.81,,,
316,07/07/2022 01:17:21,21.49,44.26,8.83,,,
317,07/07/2022 01:18:21,21.66,43.93,8.88,,,
318,07/07/2022 01:19:21,21.76,43.68,8.88,,,
319,07/07/2022 01:20:21,21.89,43.41,8.90,,,
320,07/07/2022 01:21:21,22.03,43.21,8.96,,,
321,07/07/2022 01:22:21,22.11,43.06,8.99,,,
322,07/07/2022 01:23:21,22.23,42.79,9.00,,,
323,07/07/2022 01:24:21,22.33,42.57,9.01,,,
324,07/07/2022 01:25:21,22.42,42.49,9.07,,,
325,07/07/2022 01:26:21,22.57,42.13,9.08,,,
326,07/07/2022 01:27:21,22.66,41.97,9.10,,,
327,07/07/2022 01:28:21,22.73,41.73,9.08,,,
328,07/07/2022 01:29:21,22.86,41.51,9.12,,,
329,07/07/2022 01:30:21,22.94,41.34,9.12,,,
330,07/07/2022 01:31:21,23.01,41.27,9.17,,,
331,07/07/2022 01:32:21,23.10,41.05,9.17,,,
332,07/07/2022 01:33:21,23.18,40.84,9.17,,,
333,07/07/2022 01:34:21,23.25,40.79,9.20,,,
334,07/07/2022 01:35:21,23.34,40.66,9.24,,,
335,07/07/2022 01:36:21,23.41,40.50,9.25,,,
336,07/07/2022 01:37:21,23.54,40.43,9.33,,,
337,07/07/2022 01:38:21,23.57,40.25,9.30,,,
338,07/07/2022 01:39:21,23.60,40.12,9.28,,,
339,07/07/2022 01:40:21,23.70,39.93,9.29,,,
340,07/07/2022 01:41:21,23.75,39.68,9.25,,,
341,07/07/2022 01:42:21,23.82,39.54,9.25,,,
342,07/07/2022 01:43:21,23.85,39.35,9.21,,,
343,07/07/2022 01:44:21,23.92,39.20,9.22,,,
344,07/07/2022 01:45:21,23.91,39.14,9.19,,,
345,07/07/2022 01:46:21,23.95,39.09,9.20,,,
346,07/07/2022 01:47:21,23.90,39.12,9.17,,,
347,07/07/2022 01:48:21,23.85,39.13,9.13,,,
348,07/07/2022 01:49:21,23.82,39.25,9.14,,,
349,07/07/2022 01:50:21,23.73,39.38,9.12,,,
350,07/07/2022 01:51:21,23.60,39.58,9.08,,,
351,07/07/2022 01:52:21,23.47,39.77,9.03,,,
352,07/07/2022 01:53:21,23.35,40.00,9.00,,,
353,07/07/2022 01:54:21,23.16,40.38,8.98,,,
354,07/07/2022 01:55:21,22.97,40.66,8.91,,,
355,07/07/2022 01:56:21,22.76,41.06,8.86,,,
356,07/07/2022 01:57:21,22.55,41.50,8.84,,,
357,07/07/2022 01:58:21,22.35,41.95,8.81,,,
358,07/07/2022 01:59:21,22.14,42.45,8.80,,,
359,07/07/2022 02:00:21,21.90,42.93,8.75,,,
360,07/07/2022 02:01:21,21.69,43.30,8.69,,,
361,07/07/2022 02:02:21,21.49,43.73,8.65,,,
362,07/07/2022 02:03:21,21.31,44.09,8.61,,,
363,07/07/2022 02:04:21,21.16,44.47,8.60,,,
364,07/07/2022 02:05:21,21.01,44.76,8.56,,,
365,07/07/2022 02:06:21,20.84,45.10,8.51,,,
366,07/07/2022 02:07:21,20.70,45.47,8.51,,,
367,07/07/2022 02:08:21,20.59,45.81,8.52,,,
368,07/07/2022 02:09:21,20.40,46.15,8.46,,,
369,07/07/2022 02:10:21,20.30,46.48,8.47,,,
370,07/07/2022 02:11:21,20.21,46.73,8.47,,,
371,07/07/2022 02:12:21,20.13,46.92,8.46,,,
372,07/07/2022 02:13:21,20.13,47.02,8.49,,,
373,07/07/2022 02:14:21,20.13,47.07,8.50,,,
374,07/07/2022 02:15:21,20.26,46.97,8.59,,,
375,07/07/2022 02:16:21,20.29,46.83,8.57,,,
376,07/07/2022 02:17:21,20.44,46.48,8.60,,,
377,07/07/2022 02:18:21,20.59,46.22,8.65,,,
378,07/07/2022 02:19:21,20.76,45.85,8.69,,,
379,07/07/2022 02:20:21,20.86,45.44,8.64,,,
380,07/07/2022 02:21:21,21.02,45.06,8.67,,,
381,07/07/2022 02:22:21,21.19,44.79,8.73,,,
382,07/07/2022 02:23:21,21.34,44.41,8.74,,,
383,07/07/2022 02:24:21,21.47,44.16,8.78,,,
384,07/07/2022 02:25:21,21.64,43.76,8.80,,,
385,07/07/2022 02:26:21,21.74,43.55,8.81,,,
386,07/07/2022 02:27:21,21.87,43.31,8.85,,,
387,07/07/2022 02:28:21,21.99,43.07,8.88,,,
388,07/07/2022 02:29:21,22.11,42.89,8.93,,,
389,07/07/2022 02:30:21,22.20,42.74,8.95,,,
390,07/07/2022 02:31:21,22.31,42.46,8.95,,,
391,07/07/2022 02:32:21,22.39,42.33,8.98,,,
392,07/07/2022 02:33:21,22.51,42.14,9.02,,,
393,07/07/2022 02:34:21,22.60,41.91,9.02,,,
394,07/07/2022 02:35:21,22.69,41.62,9.00,,,
395,07/07/2022 02:36:21,22.78,41.53,9.05,,,
396,07/07/2022 02:37:21,22.87,41.29,9.05,,,
397,07/07/2022 02:38:21,22.95,41.18,9.08,,,
398,07/07/2022 02:39:21,23.07,41.06,9.14,,,
399,07/07/2022 02:40:21,23.15,40.93,9.17,,,
400,07/07/2022 02:41:21,23.24,40.73,9.17,,,
401,07/07/2022 02:42:21,23.27,40.66,9.18,,,
402,07/07/2022 02:43:21,23.37,40.47,9.19,,,
403,07/07/2022 02:44:21,23.40,40.38,9.19,,,
404,07/07/2022 02:45:21,23.51,40.32,9.26,,,
405,07/07/2022 02:46:21,23.57,40.11,9.24,,,
406,07/07/2022 02:47:21,23.62,40.06,9.27,,,
407,07/07/2022 02:48:21,23.70,39.81,9.25,,,
408,07/07/2022 02:49:21,23.76,39.53,9.20,,,
409,07/07/2022 02:50:21,23.83,39.53,9.26,,,
410,07/07/2022 02:51:21,23.85,39.43,9.24,,,
411,07/07/2022 02:52:21,23.90,39.25,9.22,,,
412,07/07/2022 02:53:21,23.96,39.10,9.21,,,
413,07/07/2022 02:54:21,24.03,39.00,9.24,,,
414,07/07/2022 02:55:21,24.02,38.88,9.18,,,
415,07/07/2022 02:56:21,24.04,38.85,9.19,,,
416,07/07/2022 02:57:21,23.99,38.88,9.15,,,
417,07/07/2022 02:58:21,23.95,38.94,9.14,,,
418,07/07/2022 02:59:21,23.89,39.03,9.12,,,
419,07/07/2022 03:00:21,23.87,39.16,9.16,,,
420,07/07/2022 03:01:21,23.80,39.29,9.14,,,
421,07/07/2022 03:02:21,23.66,39.47,9.08,,,
422,07/07/2022 03:03:21,23.55,39.72,9.08,,,
423,07/07/2022 03:04:21,23.37,39.97,9.01,,,
424,07/07/2022 03:05:21,23.20,40.30,8.98,,,
425,07/07/2022 03:06:21,23.05,40.64,8.97,,,
426,07/07/2022 03:07:21,22.80,41.01,8.88,,,
427,07/07/2022 03:08:21,22.58,41.49,8.86,,,
428,07/07/2022 03:09:21,22.36,41.88,8.80,,,
429,07/07/2022 03:10:21,22.16,42.42,8.80,,,
430,07/07/2022 03:11:21,21.93,42.90,8.76,,,
431,07/07/2022 03:12:21,21.72,43.39,8.74,,,
432,07/07/2022 03:13:21,21.49,43.77,8.66,,,
433,07/07/2022 03:14:21,21.31,44.15,8.63,,,
434,07/07/2022 03:15:21,21.15,44.57,8.62,,,
435,07/07/2022 03:16:21,20.96,44.90,8.57,,,
436,07/07/2022 03:17:21,20.83,45.25,8.55,,,
437,07/07/2022 03:18:21,20.65,45.59,8.51,,,
438,07/07/2022 03:19:21,20.53,45.82,8.47,,,
439,07/07/2022 03:20:21,20.39,46.11,8.43,,,
440,07/07/2022 03:21:21,20.26,46.44,8.42,,,
441,07/07/2022 03:22:21,20.17,46.68,8.42,,,
442,07/07/2022 03:23:21,20.12,46.86,8.43,,,
443,07/07/2022 03:24:21,20.13,46.90,8.45,,,
444,07/07/2022 03:25:21,20.12,46.77,8.40,,,
445,07/07/2022 03:26:21,20.21,46.69,8.46,,,
446,07/07/2022 03:27:21,20.29,46.51,8.47,,,
447,07/07/2022 03:28:21,20.41,46.30,8.51,,,
448,07/07/2022 03:29:21,20.54,46.15,8.58,,,
449,07/07/2022 03:30:21,20.70,45.81,8.62,,,
450,07/07/2022 03:31:21,20.85,45.52,8.66,,,
451,07/07/2022 03:32:21,21.02,45.16,8.70,,,
452,07/07/2022 03:33:21,21.18,44.88,8.75,,,
453,07/07/2022 03:34:21,21.35,44.51,8.79,,,
454,07/07/2022 03:35:21,21.47,44.22,8.80,,,
455,07/07/2022 03:36:21,21.62,43.95,8.84,,,
456,07/07/2022 03:37:21,21.77,43.68,8.89,,,
457,07/07/2022 03:38:21,21.89,43.42,8.91,,,
458,07/07/2022 03:39:21,21.98,43.13,8.90,,,
459,07/07/2022 03:40:21,22.12,42.98,8.97,,,
460,07/07/2022 03:41:21,22.21,42.83,8.99,,,
461,07/07/2022 03:42:21,22.31,42.59,9.00,,,
462,07/07/2022 03:43:21,22.43,42.36,9.03,,,
