#,Date-Time (CDT),Ch: 1 - Temperature   (°C),Ch: 2 - RH   (%),Dew Point   (°C),Button Down,Host Connected,End of File
63,05/20/2022 19:46:19,24.18,24.98,2.92,,,
64,05/20/2022 19:47:19,24.16,25.02,2.93,,,
65,05/20/2022 19:48:19,24.14,25.18,3.00,,,
66,05/20/2022 19:49:19,24.05,25.31,3.00,,,
67,05/20/2022 19:50:19,23.95,25.54,3.03,,,
68,05/20/2022 19:51:19,23.71,25.89,3.03,,,
69,05/20/2022 19:52:19,23.43,26.16,2.94,,,
70,05/20/2022 19:53:19,23.17,26.51,2.90,,,
71,05/20/2022 19:54:19,22.91,26.80,2.83,,,
72,05/20/2022 19:55:19,22.66,27.17,2.81,,,
73,05/20/2022 19:56:19,22.46,27.37,2.74,,,
74,05/20/2022 19:57:19,22.25,27.51,2.64,,,
75,05/20/2022 19:58:19,22.07,27.83,2.64,,,
76,05/20/2022 19:59:19,21.88,27.94,2.53,,,
77,05/20/2022 20:00:19,21.74,28.17,2.53,,,
78,05/20/2022 20:01:19,21.55,28.38,2.48,,,
79,05/20/2022 20:02:19,21.39,28.67,2.48,,,
80,05/20/2022 20:03:19,21.27,28.87,2.47,,,
81,05/20/2022 20:04:19,21.15,29.01,2.44,,,
82,05/20/2022 20:05:19,21.03,29.23,2.44,,,
83,05/20/2022 20:06:19,20.96,29.29,2.41,,,
84,05/20/2022 20:07:19,20.95,29.35,2.43,,,
85,05/20/2022 20:08:19,20.94,29.35,2.42,,,
86,05/20/2022 20:09:19,20.99,29.23,2.40,,,
87,05/20/2022 20:10:19,21.05,29.17,2.43,,,
88,05/20/2022 20:11:19,21.14,29.10,2.47,,,
89,05/20/2022 20:12:19,21.21,29.00,2.49,,,
90,05/20/2022 20:13:19,21.28,28.97,2.53,,,
91,05/20/2022 20:14:19,21.37,28.88,2.57,,,
92,05/20/2022 20:15:19,21.45,28.82,2.60,,,
93,05/20/2022 20:16:19,21.54,28.68,2.62,,,
94,05/20/2022 20:17:19,21.66,28.65,2.70,,,
95,05/20/2022 20:18:19,21.72,28.47,2.66,,,
96,05/20/2022 20:19:19,21.84,28.46,2.77,,,
97,05/20/2022 20:20:19,21.94,28.37,2.81,,,
98,05/20/2022 20:21:19,22.05,28.29,2.86,,,
99,05/20/2022 20:22:19,22.13,28.18,2.87,,,
100,05/20/2022 20:23:19,22.24,28.01,2.88,,,
101,05/20/2022 20:24:19,22.32,27.88,2.88,,,
102,05/20/2022 20:25:19,22.41,27.87,2.96,,,
103,05/20/2022 20:26:19,22.50,27.81,3.00,,,
104,05/20/2022 20:27:19,22.57,27.64,2.98,,,
105,05/20/2022 20:28:19,22.68,27.56,3.03,,,
106,05/20/2022 20:29:19,22.73,27.51,3.05,,,
107,05/20/2022 20:30:19,22.82,27.43,3.09,,,
108,05/20/2022 20:31:19,22.90,27.38,3.12,,,
109,05/20/2022 20:32:19,22.98,27.29,3.15,,,
110,05/20/2022 20:33:19,23.01,27.20,3.13,,,
111,05/20/2022 20:34:19,23.10,27.09,3.14,,,
112,05/20/2022 20:35:19,23.18,27.07,3.21,,,
113,05/20/2022 20:36:19,23.26,26.83,3.15,,,
114,05/20/2022 20:37:19,23.31,26.78,3.17,,,
115,05/20/2022 20:38:19,23.38,26.70,3.18,,,
116,05/20/2022 20:39:19,23.47,26.57,3.19,,,
117,05/20/2022 20:40:19,23.50,26.49,3.17,,,
118,05/20/2022 20:41:19,23.57,26.47,3.22,,,
119,05/20/2022 20:42:19,23.64,26.50,3.29,,,
120,05/20/2022 20:43:19,23.68,26.42,3.28,,,
121,05/20/2022 20:44:19,23.71,26.30,3.25,,,
122,05/20/2022 20:45:19,23.79,26.23,3.27,,,
123,05/20/2022 20:46:19,23.81,26.15,3.25,,,
124,05/20/2022 20:47:19,23.84,26.06,3.23,,,
125,05/20/2022 20:48:19,23.86,26.03,3.23,,,
126,05/20/2022 20:49:19,23.90,25.92,3.21,,,
127,05/20/2022 20:50:19,23.92,25.90,3.21,,,
128,05/20/2022 20:51:19,23.91,25.84,3.17,,,
129,05/20/2022 20:52:19,23.92,25.80,3.16,,,
130,05/20/2022 20:53:19,23.89,25.80,3.13,,,
131,05/20/2022 20:54:19,23.90,25.77,3.12,,,
132,05/20/2022 20:55:19,23.86,25.81,3.11,,,
133,05/20/2022 20:56:19,23.84,25.79,3.08,,,
134,05/20/2022 20:57:19,23.81,25.90,3.12,,,
135,05/20/2022 20:58:19,23.72,25.92,3.05,,,
136,05/20/2022 20:59:19,23.68,26.01,3.06,,,
137,05/20/2022 21:00:19,23.59,26.13,3.06,,,
138,05/20/2022 21:01:19,23.47,26.32,3.06,,,
139,05/20/2022 21:02:19,23.34,26.54,3.06,,,
140,05/20/2022 21:03:19,23.16,26.72,3.01,,,
141,05/20/2022 21:04:19,22.97,27.05,3.01,,,
142,05/20/2022 21:05:19,22.78,27.34,3.00,,,
143,05/20/2022 21:06:19,22.52,27.70,2.97,,,
144,05/20/2022 21:07:19,22.26,28.15,2.97,,,
145,05/20/2022 21:08:19,22.03,28.42,2.90,,,
146,05/20/2022 21:09:19,21.76,28.82,2.87,,,
147,05/20/2022 21:10:19,21.59,29.12,2.87,,,
148,05/20/2022 21:11:19,21.42,29.47,2.89,,,
149,05/20/2022 21:12:19,21.25,29.71,2.86,,,
150,05/20/2022 21:13:19,21.13,29.95,2.87,,,
151,05/20/2022 21:14:19,21.07,30.03,2.86,,,
152,05/20/2022 21:15:19,21.07,30.08,2.88,,,
153,05/20/2022 21:16:19,21.17,30.00,2.93,,,
154,05/20/2022 21:17:19,21.18,29.97,2.92,,,
155,05/20/2022 21:18:19,21.21,30.05,2.99,,,
156,05/20/2022 21:19:19,21.32,30.02,3.06,,,
157,05/20/2022 21:20:19,21.42,29.87,3.08,,,
158,05/20/2022 21:21:19,21.50,29.76,3.10,,,
159,05/20/2022 21:22:19,21.60,29.66,3.13,,,
160,05/20/2022 21:23:19,21.72,29.62,3.22,,,
161,05/20/2022 21:24:19,21.80,29.54,3.26,,,
162,05/20/2022 21:25:19,21.90,29.43,3.29,,,
163,05/20/2022 21:26:19,21.99,29.28,3.30,,,
164,05/20/2022 21:27:19,22.10,29.17,3.34,,,
165,05/20/2022 21:28:19,22.18,29.00,3.32,,,
166,05/20/2022 21:29:19,22.26,28.93,3.36,,,
167,05/20/2022 21:30:19,22.38,28.90,3.44,,,
168,05/20/2022 21:31:19,22.47,28.79,3.47,,,
169,05/20/2022 21:32:19,22.58,28.73,3.54,,,
170,05/20/2022 21:33:19,22.66,28.47,3.47,,,
171,05/20/2022 21:34:19,22.76,28.38,3.51,,,
172,05/20/2022 21:35:19,22.86,28.24,3.53,,,
173,05/20/2022 21:36:19,22.92,28.15,3.53,,,
174,05/20/2022 21:37:19,23.02,28.06,3.58,,,
175,05/20/2022 21:38:19,23.12,27.91,3.59,,,
176,05/20/2022 21:39:19,23.20,27.80,3.59,,,
177,05/20/2022 21:40:19,23.28,27.75,3.64,,,
178,05/20/2022 21:41:19,23.30,27.63,3.60,,,
179,05/20/2022 21:42:19,23.41,27.62,3.68,,,
180,05/20/2022 21:43:19,23.50,27.52,3.71,,,
181,05/20/2022 21:44:19,23.55,27.46,3.72,,,
182,05/20/2022 21:45:19,23.59,27.29,3.67,,,
183,05/20/2022 21:46:19,23.64,27.31,3.72,,,
184,05/20/2022 21:47:19,23.70,27.23,3.73,,,
185,05/20/2022 21:48:19,23.75,27.18,3.75,,,
186,05/20/2022 21:49:19,23.81,27.02,3.71,,,
187,05/20/2022 21:50:19,23.85,26.95,3.72,,,
188,05/20/2022 21:51:19,23.89,26.94,3.75,,,
189,05/20/2022 21:52:19,23.94,26.92,3.77,,,
190,05/20/2022 21:53:19,23.96,26.92,3.79,,,
191,05/20/2022 21:54:19,23.96,26.87,3.76,,,
192,05/20/2022 21:55:19,23.95,26.85,3.74,,,
193,05/20/2022 21:56:19,23.97,26.87,3.77,,,
194,05/20/2022 21:57:19,23.95,26.85,3.74,,,
195,05/20/2022 21:58:19,23.95,26.85,3.74,,,
196,05/20/2022 21:59:19,23.92,26.95,3.78,,,
197,05/20/2022 22:00:19,23.90,26.96,3.76,,,
198,05/20/2022 22:01:19,23.82,27.07,3.75,,,
199,05/20/2022 22:02:19,23.76,27.19,3.77,,,
200,05/20/2022 22:03:19,23.62,27.38,3.74,,,
201,05/20/2022 22:04:19,23.43,27.62,3.70,,,
202,05/20/2022 22:05:19,23.22,28.01,3.72,,,
203,05/20/2022 22:06:19,22.93,28.36,3.65,,,
204,05/20/2022 22:07:19,22.67,28.82,3.66,,,
205,05/20/2022 22:08:19,22.43,29.24,3.66,,,
206,05/20/2022 22:09:19,22.25,29.54,3.64,,,
207,05/20/2022 22:10:19,22.01,29.90,3.60,,,
208,05/20/2022 22:11:19,21.84,30.25,3.63,,,
209,05/20/2022 22:12:19,21.61,30.69,3.63,,,
210,05/20/2022 22:13:19,21.46,31.11,3.69,,,
211,05/20/2022 22:14:19,21.30,31.34,3.66,,,
212,05/20/2022 22:15:19,21.10,31.67,3.64,,,
213,05/20/2022 22:16:19,20.95,31.92,3.62,,,
214,05/20/2022 22:17:19,20.77,32.25,3.60,,,
215,05/20/2022 22:18:19,20.74,32.41,3.65,,,
216,05/20/2022 22:19:19,20.71,32.55,3.68,,,
217,05/20/2022 22:20:19,20.70,32.49,3.65,,,
218,05/20/2022 22:21:19,20.76,32.37,3.65,,,
219,05/20/2022 22:22:19,20.83,32.22,3.64,,,
220,05/20/2022 22:23:19,20.92,32.19,3.71,,,
221,05/20/2022 22:24:19,20.99,32.13,3.74,,,
222,05/20/2022 22:25:19,21.08,31.99,3.76,,,
223,05/20/2022 22:26:19,21.17,31.90,3.80,,,
224,05/20/2022 22:27:19,21.27,31.73,3.80,,,
225,05/20/2022 22:28:19,21.38,31.55,3.83,,,
226,05/20/2022 22:29:19,21.42,31.54,3.85,,,
227,05/20/2022 22:30:19,21.57,31.40,3.92,,,
228,05/20/2022 22:31:19,21.64,31.34,3.95,,,
229,05/20/2022 22:32:19,21.77,31.22,4.01,,,
230,05/20/2022 22:33:19,21.89,31.09,4.06,,,
231,05/20/2022 22:34:19,21.97,30.86,4.02,,,
232,05/20/2022 22:35:19,22.06,30.75,4.05,,,
233,05/20/2022 22:36:19,22.19,30.61,4.09,,,
234,05/20/2022 22:37:19,22.29,30.66,4.21,,,
235,05/20/2022 22:38:19,22.39,30.40,4.17,,,
236,05/20/2022 22:39:19,22.44,30.24,4.14,,,
237,05/20/2022 22:40:19,22.55,30.18,4.21,,,
238,05/20/2022 22:41:19,22.64,30.19,4.29,,,
239,05/20/2022 22:42:19,22.72,30.07,4.31,,,
240,05/20/2022 22:43:19,22.83,29.89,4.31,,,
241,05/20/2022 22:44:19,22.92,29.76,4.32,,,
242,05/20/2022 22:45:19,23.00,29.68,4.36,,,
243,05/20/2022 22:46:19,23.06,29.55,4.34,,,
244,05/20/2022 22:47:19,23.14,29.41,4.35,,,
245,05/20/2022 22:48:19,23.24,29.26,4.36,,,
246,05/20/2022 22:49:19,23.30,29.22,4.40,,,
247,05/20/2022 22:50:19,23.36,29.02,4.34,,,
248,05/20/2022 22:51:19,23.43,29.07,4.43,,,
249,05/20/2022 22:52:19,23.49,28.94,4.42,,,
250,05/20/2022 22:53:19,23.56,28.95,4.48,,,
251,05/20/2022 22:54:19,23.65,28.84,4.50,,,
252,05/20/2022 22:55:19,23.70,28.72,4.49,,,
253,05/20/2022 22:56:19,23.72,28.62,4.46,,,
254,05/20/2022 22:57:19,23.75,28.50,4.42,,,
255,05/20/2022 22:58:19,23.77,28.50,4.44,,,
256,05/20/2022 22:59:19,23.83,28.42,4.45,,,
257,05/20/2022 23:00:19,23.86,28.39,4.46,,,
258,05/20/2022 23:01:19,23.89,28.44,4.51,,,
259,05/20/2022 23:02:19,23.92,28.44,4.54,,,
260,05/20/2022 23:03:19,23.92,28.44,4.54,,,
261,05/20/2022 23:04:19,23.95,28.47,4.57,,,
262,05/20/2022 23:05:19,23.92,28.41,4.53,,,
263,05/20/2022 23:06:19,23.94,28.45,4.56,,,
264,05/20/2022 23:07:19,23.90,28.48,4.54,,,
265,05/20/2022 23:08:19,23.90,28.55,4.58,,,
266,05/20/2022 23:09:19,23.86,28.66,4.60,,,
267,05/20/2022 23:10:19,23.84,28.70,4.60,,,
268,05/20/2022 23:11:19,23.75,28.78,4.57,,,
269,05/20/2022 23:12:19,23.65,28.97,4.57,,,
270,05/20/2022 23:13:19,23.49,29.13,4.51,,,
271,05/20/2022 23:14:19,23.35,29.53,4.58,,,
272,05/20/2022 23:15:19,23.12,29.82,4.53,,,
273,05/20/2022 23:16:19,22.90,30.21,4.52,,,
274,05/20/2022 23:17:19,22.65,30.57,4.48,,,
275,05/20/2022 23:18:19,22.44,31.09,4.54,,,
276,05/20/2022 23:19:19,22.17,31.46,4.47,,,
277,05/20/2022 23:20:19,21.97,31.98,4.53,,,
278,05/20/2022 23:21:19,21.77,32.14,4.42,,,
279,05/20/2022 23:22:19,21.61,32.48,4.44,,,
280,05/20/2022 23:23:19,21.40,32.89,4.44,,,
281,05/20/2022 23:24:19,21.23,33.17,4.41,,,
282,05/20/2022 23:25:19,21.09,33.52,4.44,,,
283,05/20/2022 23:26:19,20.98,33.85,4.47,,,
284,05/20/2022 23:27:19,20.88,33.87,4.39,,,
285,05/20/2022 23:28:19,20.86,33.85,4.37,,,
286,05/20/2022 23:29:19,20.93,33.78,4.40,,,
287,05/20/2022 23:30:19,20.95,33.69,4.39,,,
288,05/20/2022 23:31:19,21.02,33.84,4.51,,,
289,05/20/2022 23:32:19,21.10,33.81,4.57,,,
290,05/20/2022 23:33:19,21.17,33.64,4.55,,,
291,05/20/2022 23:34:19,21.25,33.46,4.55,,,
292,05/20/2022 23:35:19,21.33,33.40,4.59,,,
293,05/20/2022 23:36:19,21.40,33.37,4.65,,,
294,05/20/2022 23:37:19,21.51,33.26,4.69,,,
295,05/20/2022 23:38:19,21.60,33.17,4.73,,,
296,05/20/2022 23:39:19,21.67,32.88,4.67,,,
297,05/20/2022 23:40:19,21.78,32.75,4.70,,,
298,05/20/2022 23:41:19,21.88,32.67,4.75,,,
299,05/20/2022 23:42:19,21.93,32.52,4.74,,,
300,05/20/2022 23:43:19,22.06,32.40,4.79,,,
301,05/20/2022 23:44:19,22.12,32.44,4.87,,,
302,05/20/2022 23:45:19,22.22,32.32,4.90,,,
303,05/20/2022 23:46:19,22.31,32.13,4.89,,,
304,05/20/2022 23:47:19,22.38,31.95,4.88,,,
305,05/20/2022 23:48:19,22.49,31.85,4.92,,,
306,05/20/2022 23:49:19,22.58,31.87,5.01,,,
307,05/20/2022 23:50:19,22.65,31.77,5.02,,,
308,05/20/2022 23:51:19,22.75,31.73,5.09,,,
309,05/20/2022 23:52:19,22.81,31.57,5.07,,,
310,05/20/2022 23:53:19,22.92,31.42,5.10,,,
311,05/20/2022 23:54:19,22.99,31.31,5.11,,,
312,05/20/2022 23:55:19,23.11,31.29,5.21,,,
313,05/20/2022 23:56:19,23.15,31.17,5.19,,,
314,05/20/2022 23:57:19,23.24,30.99,5.18,,,
315,05/20/2022 23:58:19,23.34,30.94,5.24,,,
316,05/20/2022 23:59:19,23.39,30.85,5.25,,,
317,05/21/2022 00:00:19,23.45,30.78,5.27,,,
318,05/21/2022 00:01:19,23.53,30.58,5.24,,,
319,05/21/2022 00:02:19,23.59,30.54,5.28,,,
320,05/21/2022 00:03:19,23.68,30.39,5.28,,,
321,05/21/2022 00:04:19,23.79,30.30,5.33,,,
322,05/21/2022 00:05:19,23.83,30.22,5.33,,,
323,05/21/2022 00:06:19,23.91,30.07,5.33,,,
324,05/21/2022 00:07:19,23.99,30.09,5.41,,,
325,05/21/2022 00:08:19,24.04,29.96,5.39,,,
326,05/21/2022 00:09:19,24.10,29.87,5.40,,,
327,05/21/2022 00:10:19,24.15,29.76,5.39,,,
328,05/21/2022 00:11:19,24.19,29.61,5.35,,,
329,05/21/2022 00:12:19,24.21,29.65,5.39,,,
330,05/21/2022 00:13:19,24.27,29.57,5.40,,,
331,05/21/2022 00:14:19,24.32,29.49,5.41,,,
332,05/21/2022 00:15:19,24.35,29.49,5.43,,,
333,05/21/2022 00:16:19,24.39,29.51,5.47,,,
334,05/21/2022 00:17:19,24.38,29.48,5.45,,,
335,05/21/2022 00:18:19,24.44,29.64,5.58,,,
336,05/21/2022 00:19:19,24.42,29.68,5.58,,,
337,05/21/2022 00:20:19,24.42,29.70,5.59,,,
338,05/21/2022 00:21:19,24.44,29.67,5.59,,,
339,05/21/2022 00:22:19,24.41,29.74,5.60,,,
340,05/21/2022 00:23:19,24.39,29.81,5.61,,,
341,05/21/2022 00:24:19,24.35,29.89,5.63,,,
342,05/21/2022 00:25:19,24.30,30.01,5.64,,,
343,05/21/2022 00:26:19,24.19,30.19,5.63,,,
344,05/21/2022 00:27:19,24.02,30.45,5.61,,,
345,05/21/2022 00:28:19,23.85,30.84,5.64,,,
346,05/21/2022 00:29:19,23.57,31.23,5.58,,,
347,05/21/2022 00:30:19,23.29,31.67,5.54,,,
348,05/21/2022 00:31:19,23.05,32.19,5.56,,,
349,05/21/2022 00:32:19,22.82,32.64,5.56,,,
350,05/21/2022 00:33:19,22.58,33.07,5.55,,,
351,05/21/2022 00:34:19,22.35,33.49,5.52,,,
352,05/21/2022 00:35:19,22.14,33.90,5.52,,,
353,05/21/2022 00:36:19,21.93,34.36,5.53,,,
354,05/21/2022 00:37:19,21.74,34.67,5.49,,,
355,05/21/2022 00:38:19,21.59,35.02,5.50,,,
356,05/21/2022 00:39:19,21.40,35.30,5.45,,,
357,05/21/2022 00:40:19,21.28,35.69,5.50,,,
358,05/21/2022 00:41:19,21.10,35.96,5.45,,,
359,05/21/2022 00:42:19,20.95,36.27,5.45,,,
360,05/21/2022 00:43:19,20.83,36.60,5.46,,,
361,05/21/2022 00:44:19,20.73,36.76,5.44,,,
362,05/21/2022 00:45:19,20.66,36.80,5.40,,,
363,05/21/2022 00:46:19,20.70,36.87,5.45,,,
364,05/21/2022 00:47:19,20.73,36.82,5.46,,,
365,05/21/2022 00:48:19,20.80,36.66,5.46,,,
366,05/21/2022 00:49:19,20.88,36.59,5.50,,,
367,05/21/2022 00:50:19,20.93,36.52,5.52,,,
368,05/21/2022 00:51:19,21.01,36.45,5.56,,,
369,05/21/2022 00:52:19,21.10,36.51,5.67,,,
370,05/21/2022 00:53:19,21.17,36.45,5.71,,,
371,05/21/2022 00:54:19,21.22,36.34,5.71,,,
372,05/21/2022 00:55:19,21.30,36.22,5.73,,,
373,05/21/2022 00:56:19,21.40,36.13,5.79,,,
374,05/21/2022 00:57:19,21.55,36.05,5.89,,,
375,05/21/2022 00:58:19,21.62,35.84,5.86,,,
376,05/21/2022 00:59:19,21.72,35.74,5.90,,,
377,05/21/2022 01:00:19,21.80,35.75,5.98,,,
378,05/21/2022 01:01:19,21.91,35.52,5.99,,,
379,05/21/2022 01:02:19,21.98,35.38,5.99,,,
380,05/21/2022 01:03:19,22.08,35.45,6.11,,,
381,05/21/2022 01:04:19,22.19,35.21,6.11,,,
382,05/21/2022 01:05:19,22.26,34.95,6.06,,,
383,05/21/2022 01:06:19,22.37,34.88,6.13,,,
384,05/21/2022 01:07:19,22.49,34.82,6.21,,,
385,05/21/2022 01:08:19,22.53,34.73,6.21,,,
386,05/21/2022 01:09:19,22.64,34.54,6.22,,,
387,05/21/2022 01:10:19,22.75,34.51,6.30,,,
388,05/21/2022 01:11:19,22.82,34.32,6.29,,,
389,05/21/2022 01:12:19,22.92,34.24,6.34,,,
390,05/21/2022 01:13:19,23.01,34.18,6.40,,,
391,05/21/2022 01:14:19,23.06,33.94,6.34,,,
392,05/21/2022 01:15:19,23.17,33.79,6.37,,,
393,05/21/2022 01:16:19,23.25,33.55,6.34,,,
394,05/21/2022 01:17:19,23.34,33.34,6.32,,,
395,05/21/2022 01:18:19,23.43,33.40,6.43,,,
396,05/21/2022 01:19:19,23.50,33.12,6.37,,,
397,05/21/2022 01:20:19,23.54,33.13,6.41,,,
398,05/21/2022 01:21:19,23.60,32.91,6.37,,,
399,05/21/2022 01:22:19,23.68,32.93,6.44,,,
400,05/21/2022 01:23:19,23.72,32.83,6.43,,,
401,05/21/2022 01:24:19,23.77,32.95,6.53,,,
402,05/21/2022 01:25:19,23.82,32.97,6.58,,,
403,05/21/2022 01:26:19,23.87,32.72,6.52,,,
404,05/21/2022 01:27:19,23.89,32.65,6.50,,,
405,05/21/2022 01:28:19,23.89,32.71,6.53,,,
406,05/21/2022 01:29:19,23.96,32.68,6.57,,,
407,05/21/2022 01:30:19,23.91,32.68,6.54,,,
408,05/21/2022 01:31:19,23.91,32.84,6.61,,,
409,05/21/2022 01:32:19,23.91,32.88,6.62,,,
410,05/21/2022 01:33:19,23.90,32.93,6.64,,,
411,05/21/2022 01:34:19,23.85,32.94,6.60,,,
412,05/21/2022 01:35:19,23.75,33.13,6.60,,,
413,05/21/2022 01:36:19,23.64,33.46,6.64,,,
414,05/21/2022 01:37:19,23.40,33.90,6.62,,,
415,05/21/2022 01:38:19,23.18,34.26,6.58,,,
416,05/21/2022 01:39:19,22.98,34.77,6.62,,,
417,05/21/2022 01:40:19,22.70,35.23,6.57,,,
418,05/21/2022 01:41:19,22.52,35.59,6.55,,,
419,05/21/2022 01:42:19,22.27,35.92,6.47,,,
420,05/21/2022 01:43:19,22.07,36.41,6.48,,,
421,05/21/2022 01:44:19,21.85,36.88,6.48,,,
422,05/21/2022 01:45:19,21.67,37.12,6.42,,,
423,05/21/2022 01:46:19,21.48,37.38,6.34,,,
424,05/21/2022 01:47:19,21.29,37.77,6.32,,,
425,05/21/2022 01:48:19,21.13,38.15,6.33,,,
426,05/21/2022 01:49:19,20.99,38.45,6.32,,,
427,05/21/2022 01:50:19,20.89,38.67,6.31,,,
428,05/21/2022 01:51:19,20.85,38.74,6.30,,,
429,05/21/2022 01:52:19,20.91,38.69,6.34,,,
430,05/21/2022 01:53:19,20.90,38.54,6.27,,,
431,05/21/2022 01:54:19,20.94,38.45,6.28,,,
432,05/21/2022 01:55:19,21.06,38.36,6.35,,,
433,05/21/2022 01:56:19,21.11,38.33,6.38,,,
434,05/21/2022 01:57:19,21.14,38.24,6.37,,,
435,05/21/2022 01:58:19,21.21,38.26,6.45,,,
436,05/21/2022 01:59:19,21.25,38.29,6.50,,,
437,05/21/2022 02:00:19,21.35,38.32,6.59,,,
438,05/21/2022 02:01:19,21.40,38.18,6.59,,,
439,05/21/2022 02:02:19,21.51,37.89,6.57,,,
440,05/21/2022 02:03:19,21.55,37.90,6.61,,,
441,05/21/2022 02:04:19,21.66,37.88,6.70,,,
442,05/21/2022 02:05:19,21.75,37.79,6.74,,,
443,05/21/2022 02:06:19,21.83,37.75,6.80,,,
444,05/21/2022 02:07:19,21.89,37.62,6.80,,,
445,05/21/2022 02:08:19,21.99,37.38,6.80,,,
446,05/21/2022 02:09:19,22.06,37.30,6.83,,,
447,05/21/2022 02:10:19,22.13,37.08,6.81,,,
448,05/21/2022 02:11:19,22.22,37.09,6.89,,,
449,05/21/2022 02:12:19,22.28,36.97,6.90,,,
450,05/21/2022 02:13:19,22.35,36.79,6.89,,,
451,05/21/2022 02:14:19,22.42,36.63,6.89,,,
452,05/21/2022 02:15:19,22.53,36.43,6.90,,,
453,05/21/2022 02:16:19,22.60,36.37,6.94,,,
454,05/21/2022 02:17:19,22.68,36.28,6.97,,,
455,05/21/2022 02:18:19,22.76,36.14,6.99,,,
456,05/21/2022 02:19:19,22.83,36.08,7.03,,,
457,05/21/2022 02:20:19,22.90,36.10,7.09,,,
458,05/21/2022 02:21:19,22.96,35.97,7.10,,,
459,05/21/2022 02:22:19,23.03,35.79,7.09,,,
460,05/21/2022 02:23:19,23.14,35.71,7.15,,,
461,05/21/2022 02:24:19,23.20,35.61,7.16,,,
462,05/21/2022 02:25:19,23.29,35.47,7.19,,,
